Product Name,Price,Ratings
Everybody Digs Bill Evans [Disco de Vinil],"R$162,96","4,3 de 5 estrelas"
Black Market,"R$236,70","4,8 de 5 estrelas"
Plays Duke Ellington [LP],"R$161,81","5,0 de 5 estrelas"
6 and 12 String Guitar [Disco de Vinil],"R$162,00","4,7 de 5 estrelas"
Pres and Teddy [Disco de Vinil],"R$219,36","4,5 de 5 estrelas"
Lush Life [LP],"R$162,17","4,3 de 5 estrelas"
Blues & Roots,"R$138,89","4,7 de 5 estrelas"
Boss Tenors,"R$197,85","5,0 de 5 estrelas"
Straight No Chaser [Disco de Vinil],"R$221,48","4,9 de 5 estrelas"
Miles Smiles,"R$219,92","4,7 de 5 estrelas"
Café Blue,"R$529,37","4,6 de 5 estrelas"
Virtuoso [Disco de Vinil],"R$158,75","4,3 de 5 estrelas"
Wallflower,"R$210,48","4,3 de 5 estrelas"
Great Jazz Standards [Disco de Vinil],"R$326,78",-1
Chris Thile & Brad Mehldau,"R$221,77","4,6 de 5 estrelas"
Coma Witch [Disco de Vinil],"R$145,18","4,6 de 5 estrelas"
André Previn - Tchaikovsky: Swan Lake [Disco de Vinil],"R$787,92","4,9 de 5 estrelas"
Wishes You A Swinging Christmas,"R$186,63","4,6 de 5 estrelas"
Mack the Kinfe: Ella in Berlin [Disco de Vinil],"R$138,89","5,0 de 5 estrelas"
Silent Light [Disco de Vinil],"R$211,11","4,4 de 5 estrelas"
Infra,"R$182,55","4,3 de 5 estrelas"
Skala [Disco de Vinil],"R$221,28","4,6 de 5 estrelas"
Christmas Song [Disco de Vinil],"R$145,26","4,8 de 5 estrelas"
Honeysuckle Breeze [Disco de Vinil],"R$160,11","4,6 de 5 estrelas"
Meltframe [Disco de Vinil],"R$233,43",-1
I Remember,"R$145,26","4,1 de 5 estrelas"
Paris Blues (Original Soundtrack Recording) [Disco de Vinil],"R$163,17",-1
Ready for Freddie [Disco de Vinil],"R$161,87","4,7 de 5 estrelas"
Thelonious Monk Trio [Disco de Vinil],"R$157,23","4,7 de 5 estrelas"
McLemore Avenue [Disco de Vinil],"R$153,52","4,5 de 5 estrelas"
Live Evil,"R$286,59","4,8 de 5 estrelas"
Caro Emerald - Deleted Scenes From The Cuttin [Disco de Vinil],"R$254,97","4,8 de 5 estrelas"
Lush Life [Disco de Vinil],"R$144,11","4,6 de 5 estrelas"
Jazz At Massey Hall,"R$163,17","3,8 de 5 estrelas"
Things Are Getting Better [Disco de Vinil],"R$170,09","4,5 de 5 estrelas"
Day Breaks [Disco de Vinil],"R$245,71","4,3 de 5 estrelas"
Come Fly With Me,"R$179,48","4,7 de 5 estrelas"
Live at Fillmore Qwest,"R$215,19","4,5 de 5 estrelas"
Space Is The Place [Disco de Vinil],"R$216,21","4,0 de 5 estrelas"
A Beautiful World,"R$243,11","5,0 de 5 estrelas"
Blue Maqams,"R$282,37","4,7 de 5 estrelas"
The Groove Cubed [Disco de Vinil],"R$212,14","4,1 de 5 estrelas"
Sketches of Spain (Mono) [Disco de Vinil],"R$219,92","4,5 de 5 estrelas"
Nat King Cole & Me [Disco de Vinil],"R$280,82","4,8 de 5 estrelas"
Free Jazz,"R$343,79",-1
Calypso + 1 Bonus Track,"R$137,67","4,3 de 5 estrelas"
Mais opções de compra,Sings The Duke Ellington Songbook [Disco de Vinil],"R$196,83"
Ellington At Newport,"R$376,71","4,2 de 5 estrelas"
Quatro: The Definitive Collection [Remastered] [Boxset] [Limited Edition] [Disco de Vinil],"R$576,99","5,0 de 5 estrelas"
Bird at St. Nicks [Disco de Vinil],"R$164,88","5,0 de 5 estrelas"
Rattle Them Bones [Disco de Vinil],"R$141,11","4,7 de 5 estrelas"
Africa / Bass [Disco de Vinil],"R$147,98","4,7 de 5 estrelas"
Sextant [Disco de Vinil],"R$221,48","4,4 de 5 estrelas"
Encounters Ben Webster [Disco de Vinil],"R$149,32","4,7 de 5 estrelas"
Breakfast on the Morning Tram,"R$362,07","4,6 de 5 estrelas"
Southern Scene [Disco de Vinil],"R$113,20",-1
Slipstream [Disco de Vinil],"R$288,90","4,6 de 5 estrelas"
Breakfast at Tiffany's,"R$145,00","4,6 de 5 estrelas"
"Wizard Of The Vibes [10""]","R$144,11","4,3 de 5 estrelas"
Real Ambassadors [Disco de Vinil],"R$137,73","3,5 de 5 estrelas"
Heavy Weather,"R$218,07","4,5 de 5 estrelas"
Platinum Collection [Disco de Vinil],"R$275,27","4,7 de 5 estrelas"
On the Corner [Disco de Vinil],"R$245,22","4,5 de 5 estrelas"
Bird & Diz [Disco de Vinil],"R$203,97","4,6 de 5 estrelas"
With John Coltrane [Disco de Vinil],"R$170,31","4,4 de 5 estrelas"
Francis Albert Sinatra & Antonio Carlos Jobim,"R$210,00","4,7 de 5 estrelas"
"The Final Tour: Copenhagen, March 24, 1960 [Disco de Vinil]","R$138,04","4,7 de 5 estrelas"
Kill Bill Volume 1 Original Soun - Kill Bill Volume 1 Original Soun [Disco de Vinil],"R$147,86","4,5 de 5 estrelas"
One Flight Up [Disco de Vinil],"R$161,13","4,7 de 5 estrelas"
Birth Of The Cool,"R$197,50","4,6 de 5 estrelas"
All or Nothing at All [Disco de Vinil],"R$141,00","4,5 de 5 estrelas"
Duke Ellington & John Coltrane [Disco de Vinil],"R$193,00","4,9 de 5 estrelas"
Jazz Samba,"R$206,01","4,7 de 5 estrelas"
Love Is Here To Stay [Disco de Vinil],"R$173,37","4,4 de 5 estrelas"
Lean On Me [Disco de Vinil],"R$169,80","4,8 de 5 estrelas"
Desmond Blue [Disco de Vinil],"R$243,17","4,4 de 5 estrelas"
Mingus Ah Um,"R$229,47","4,6 de 5 estrelas"
